instrument,time,measured_temperature,measured_turbidity,cleaned_turbidity,turbidity_1min_avg,turbidity_1min_max,turbidity_1min_min,turbidity_1min_sd
Observator NEP-595,2021-08-20 15:20:14,28.44,2.77,2.77,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 15:30:14,28.65,2.05,2.05,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 15:40:14,28.77,2.09,2.09,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 15:50:14,28.83,1.97,1.97,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 16:00:14,28.77,2.41,2.41,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 16:10:14,29.19,2.77,2.77,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 16:20:14,29.22,6.14,6.14,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 16:30:14,29.37,2.4,2.4,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 16:40:14,29.58,3.33,3.33,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 16:50:14,29.67,2.58,2.58,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 17:00:14,29.94,1.96,1.96,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 17:10:14,30.09,20.77,20.77,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 17:20:14,30.21,2.61,2.61,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 17:30:14,30.51,1.45,1.45,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 17:40:14,30.84,1.26,1.26,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 17:50:14,31.02,1.96,1.96,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 18:00:14,31.62,1.69,1.69,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 18:10:14,32.1,2.02,2.02,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 18:20:14,32.52,3.94,3.94,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 18:30:14,32.76,3.41,3.41,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 18:40:15,32.91,2.43,2.43,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 18:50:16,32.91,1.66,1.66,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 19:00:16,33.42,1.75,1.75,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 19:10:15,33.51,1.83,1.83,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 19:20:16,34.71,2.01,2.01,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 19:30:15,36.09,2.07,2.07,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 19:40:15,36.45,2.33,2.33,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 19:50:15,37.02,2.22,2.22,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 20:00:15,35.16,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 20:10:15,36.36,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 20:20:15,37.5,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 20:30:15,37.38,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 20:40:15,37.29,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 20:50:15,38.04,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 21:00:15,37.47,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 21:10:15,38.64,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 21:20:15,39.06,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 21:30:15,39.33,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 21:40:15,39.75,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 21:50:15,39.96,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 22:00:15,39.54,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 22:10:15,39.03,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 22:20:15,39.9,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 22:30:15,39.75,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 22:40:15,39.48,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 22:50:15,39.15,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 23:00:15,39.12,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 23:10:15,38.49,0,-8888,not_collected,not_collected,not_collected,not_collected
