instrument,time,measured_pressure,measured_temperature
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:28:47,105.80085,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:29:17,105.77142,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:29:47,105.74199,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:30:17,105.77142,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:30:47,105.74199,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:31:17,105.77142,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:31:47,105.74199,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:32:17,105.74199,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:32:47,105.74199,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:33:17,105.74199,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:33:47,105.74199,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:34:17,105.71256,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:34:47,105.71256,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:35:17,105.71256,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:35:47,105.68313,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:36:17,105.68313,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:36:47,105.71256,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:37:17,105.68313,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:37:47,105.71256,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:38:17,105.71256,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:38:47,105.68313,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:39:17,105.68313,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:39:47,105.68313,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:40:17,105.68313,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:40:47,105.68313,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:41:17,105.68313,20.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:41:47,105.68313,20.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:42:17,105.6537,20.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:42:47,105.6537,20
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:43:17,105.68313,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:43:47,105.6537,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:44:17,105.6537,19.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:44:47,105.6537,19.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:45:17,105.6537,19.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:45:47,105.6537,19.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:46:17,105.6537,19.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:46:47,105.62427,19.5
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:47:17,105.6537,19.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:47:47,105.62427,19.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:48:17,105.62427,19.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:48:47,105.62427,19.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:49:17,105.62427,19.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:49:47,105.59484,19.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:50:17,105.59484,19.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:50:47,105.59484,19.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:51:17,105.59484,19.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:51:47,105.59484,19.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:52:17,105.59484,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:52:47,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:53:17,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:53:47,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:54:17,105.59484,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:54:47,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:55:17,105.59484,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:55:47,105.56541,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:56:17,105.59484,19.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:56:47,105.56541,19.9
